paperTitle	citedPaperTitle
String Theory and Classical Absorption by Threebranes	Dyonic BPS Saturated Black Holes of Heterotic String on a Six-Torus
String Theory and Classical Absorption by Threebranes	Bound States Of Strings And p-Branes
String Theory and Classical Absorption by Threebranes	The Size of p-Branes
String Theory and Classical Absorption by Threebranes	Entropy and Temperature of Black 3-Branes
String Theory and Classical Absorption by Threebranes	Decay of Excited D-branes
String Theory and Classical Absorption by Threebranes	Comparing decay rates for black holes and D-branes
String Theory and Classical Absorption by Threebranes	D-branes and Near Extremal Black Holes at Low Energies
String Theory and Classical Absorption by Threebranes	Universal Low-Energy Dynamics for Rotating Black Holes
String Theory and Classical Absorption by Threebranes	Evolution of near extremal black holes
String Theory and Noncommutative Field Theories at One Loop	A Note on UV/IR for Noncommutative Complex Scalar Field
String Theory and Noncommutative Field Theories at One Loop	The IR/UV Connection in the Non-Commutative Gauge Theories
String Theory and Noncommutative Field Theories at One Loop	A note on consistent anomalies in noncommutative YM theories
String Theory and Noncommutative Field Theories at One Loop	UV/IR Mixing in Noncommutative Field Theory via Open String Loops
String Theory and Noncommutative Field Theories at One Loop	D-branes and the Noncommutative Torus
String Theory and Noncommutative Field Theories at One Loop	D-branes and Deformation Quantization
String Theory and Noncommutative Field Theories at One Loop	Two-Loop Diagrams in Noncommutative phi^4_4 theory
String Theory and Noncommutative Field Theories at One Loop	D branes in string theory, II
String Theory and Quintessence	On Isolated Vacua and Background Independence
String Theory and Quintessence	Gravitational Stability and Renormalization-Group Flow
String Theory and the Path to Unification: A Review of Recent	Open strings and their symmetry groups
String Theory and the Path to Unification: A Review of Recent	The Search for a realistic flipped SU(5) string model
String Theory and the Path to Unification: A Review of Recent	Moduli Corrections to Gauge and Gravitational Couplings in four
String Theory and the Path to Unification: A Review of Recent	One-Loop Threshold Effects in String Unification
String Theory and the Path to Unification: A Review of Recent	Fractionally Charged Particles and Supersymmetry Breaking in 4D Strings
String Theory and the Path to Unification: A Review of Recent	Model-Independent Analysis of Soft Terms in Effective Supergravity and
String Theory and the Path to Unification: A Review of Recent	Dilaton, Antisymmetric Tensor and Gauge Fields in String Effective
String Theory and the Path to Unification: A Review of Recent	Infrared Regularization of Superstring Theory and the One-Loop
String Theory and the Path to Unification: A Review of Recent	A WAY TO BREAK SUPERSYMMETRY
String Theory and the Path to Unification: A Review of Recent	String Theory, Misaligned Supersymmetry, and the Supertrace Constraints
String Theory and the Path to Unification: A Review of Recent	Some Remarks On Superstring Phenomenology
String Theory Formulation of anti-de Sitter Black Holes	Black Holes in String Theory
String Theory Formulation of anti-de Sitter Black Holes	The Large N Limit of Superconformal Field Theories and Supergravity
String Theory on AdS_3 as Discrete Light-Cone Liouville Theory	Modular Invariance in Superstring on Calabi-Yau n-fold with A-D-E
String Theory on AdS_3 as Discrete Light-Cone Liouville Theory	Equivalence of BRST cohomologies for 2-d black hole and c=1 Liouville
String Theory on AdS_3 as Discrete Light-Cone Liouville Theory	Ghost-Free Spectrum of a Quantum String in SL(2,R) Curved Spacetime
String Theory on AdS_3 as Discrete Light-Cone Liouville Theory	Proposals on nonperturbative superstring interactions
String Theory on AdS_3 as Discrete Light-Cone Liouville Theory	Matrix String Theory
String Theory on AdS_3 as Discrete Light-Cone Liouville Theory	Another Conjecture about M(atrix) Theory
String Theory on AdS_3 as Discrete Light-Cone Liouville Theory	D0 Branes on T^n and Matrix Theory
String Theory on AdS_3 as Discrete Light-Cone Liouville Theory	The Large N Limit of Superconformal Field Theories and Supergravity
String Theory on AdS_3 as Discrete Light-Cone Liouville Theory	Anti De Sitter Space And Holography
String Theory on AdS_3 as Discrete Light-Cone Liouville Theory	AdS3 Black Holes and a Stringy Exclusion Principle
String Theory on AdS_3 as Discrete Light-Cone Liouville Theory	Hilbert Space of Space-time SCFT in AdS_3 Supersting and T^{4kp}/S_{kp}
String Theory on AdS_3 as Discrete Light-Cone Liouville Theory	Spacetime supersymmetry in AdS_3 backgrounds
String Theory on AdS_3 as Discrete Light-Cone Liouville Theory	Little String Theory in a Double Scaling Limit
String Theory on AdS_3 x S^3 x S^3 x S^1	Gauged Supergravity Vacua From Intersecting Branes
String Theory on AdS_3 x S^3 x S^3 x S^1	Supersymmetry of Rotating Branes
String Theory on Calabi-Yau Manifolds	Landau-Ginzburg String Vacua
String Theory on Calabi-Yau Manifolds	On the Geometric Interpretation of N = 2 Superconformal Theories
String Theory on Calabi-Yau Manifolds	Massless Black Holes and Conifolds in String Theory
String Theory on Calabi-Yau Manifolds	Black Hole Condensation and the Unification of String Vacua
String Theory on Calabi-Yau Manifolds	Exact Results for N=2 Compactifications of Heterotic Strings
String Theory on Calabi-Yau Manifolds	Bound States Of Strings And p-Branes
String Theory on Calabi-Yau Manifolds	D-Strings on D-Manifolds
String Theory on Calabi-Yau Manifolds	On the Connectedness of the Moduli Space of Calabi--Yau Manifolds
String Theory on Calabi-Yau Manifolds	Mirror Symmetry is T-Duality
String Theory on Calabi-Yau Manifolds	Extremal Transitions and Five-Dimensional Supersymmetric Field Theories
String Theory, Misaligned Supersymmetry, and the Supertrace Constraints	NULL
String Thermalization at a Black Hole Horizon	Gedanken Experiments involving Black Holes
String Webs and 1/4 BPS Monopoles	Bound States Of Strings And p-Branes
String Webs and 1/4 BPS Monopoles	Phase Transitions In M-Theory And F-Theory
String Webs and 1/4 BPS Monopoles	F-theory and Orientifolds
String Webs and 1/4 BPS Monopoles	BPS States on a Three Brane Probe
String Webs and 1/4 BPS Monopoles	Branes, Superpotentials and Superconformal Fixed Points
String Webs and 1/4 BPS Monopoles	String Network
String Webs and 1/4 BPS Monopoles	String Network from M-theory
String Webs and 1/4 BPS Monopoles	BPS Condition of String Junction from M theory
String-Membrane Duality in Seven Dimensions	Strong/Weak Coupling Duality from the Dual String
String-Unification, Universal One-Loop Corrections and Strongly Coupled	Moduli Corrections to Gauge and Gravitational Couplings in four
String-Unification, Universal One-Loop Corrections and Strongly Coupled	Superstring Threshold Corrections to Yukawa Couplings
String-Unification, Universal One-Loop Corrections and Strongly Coupled	Dilaton, Antisymmetric Tensor and Gauge Fields in String Effective
String-Unification, Universal One-Loop Corrections and Strongly Coupled	S-Dual Gaugino Condensation and Supersymmetry Breaking
String-Unification, Universal One-Loop Corrections and Strongly Coupled	Infrared Regularization of Superstring Theory and the One-Loop
String-Unification, Universal One-Loop Corrections and Strongly Coupled	Gaugino Condensation, S-Duality and Supersymmetry Breaking in
String-Unification, Universal One-Loop Corrections and Strongly Coupled	Closed strings in uniform magnetic field backgrounds
String-Unification, Universal One-Loop Corrections and Strongly Coupled	Strong Coupling Expansion Of Calabi-Yau Compactification
String-Unification, Universal One-Loop Corrections and Strongly Coupled	Generalized string compactifications with spontaneously broken
String-Unification, Universal One-Loop Corrections and Strongly Coupled	Threshhold Corrections in K3times T2 Heterotic String
Strings and QCD?	NULL
Strings from Logic	Wrapped M-branes and Three-dimensional Topologies
Strings in AdS_3 and the SL(2,R) WZW Model. Part 3: Correlation	Aspects of the free field description of string theory on AdS_3
Strings in AdS_3 and the SL(2,R) WZW Model. Part 3: Correlation	Correlators in AdS_3 string theory
Strings in AdS_3 and the SL(2,R) WZW Model. Part 3: Correlation	The Large N Limit of Superconformal Field Theories and Supergravity
Strings in AdS_3 and the SL(2,R) WZW Model. Part 3: Correlation	AdS3 Black Holes and a Stringy Exclusion Principle
Strings in AdS_3 and the SL(2,R) WZW Model. Part 3: Correlation	Operator product expansion and factorization in the H_3^+-WZNW model
Strings in AdS_3 and the SL(2,R) WZW Model. Part 3: Correlation	Little String Theory in a Double Scaling Limit
Strings in Background Electric Field, Space/Time Noncommutativity and A	Space/Time Non-Commutativity and Causality
Strings in Background Electric Field, Space/Time Noncommutativity and A	D-branes and the Noncommutative Torus
Strings in Background Electric Field, Space/Time Noncommutativity and A	Open Strings in a B-field Background as Electric Dipoles
Strings in Background Electric Field, Space/Time Noncommutativity and A	D-branes and Deformation Quantization
Strings in Homogeneous Background Spacetimes	Homogeneous Conformal String Backgrounds
Strings in Homogeneous Background Spacetimes	Spatially Homogeneous String Cosmologies
Strings in Noncompact Spacetimes: Boundary Terms and Conserved Charges	Dont Panic! Closed String Tachyons in ALE Spacetimes
Strings in Noncompact Spacetimes: Boundary Terms and Conserved Charges	Strings in AdS_3 and the SL(2,R) WZW Model. Part 3: Correlation
Strings in Noncompact Spacetimes: Boundary Terms and Conserved Charges	Some Computations in Background Independent Open-String Field Theory
Strings in Noncompact Spacetimes: Boundary Terms and Conserved Charges	Anti De Sitter Space And Holography
Strings in Noncompact Spacetimes: Boundary Terms and Conserved Charges	Operator product expansion and factorization in the H_3^+-WZNW model
Strings in Noncompact Spacetimes: Boundary Terms and Conserved Charges	Born-Infeld action, supersymmetry and string theory
Strings in the near plane wave background and AdS/CFT	Penrose limit and string quantization in AdS_3 times S^3
Strings in the near plane wave background and AdS/CFT	Three-point functions in N=4 Yang-Mills theory and pp-waves
Strings in the near plane wave background and AdS/CFT	Cubic Interactions in PP-Wave Light Cone String Field Theory
Strings in the near plane wave background and AdS/CFT	The Large N Limit of Superconformal Field Theories and Supergravity
Strings in the near plane wave background and AdS/CFT	Anti De Sitter Space And Holography
Strings Near a Rindler Or Black Hole Horizon	Some Speculations about Black Hole Entropy in String Theory
Strings Near a Rindler Or Black Hole Horizon	Black Hole Entropy in Canonical Quantum Gravity and Superstring Theory
Strings on Orbifold Lines	On Orientifolds, Discrete Torsion, Branes and M Theory
Strings on Orbifold Lines	Duality and Orbifolds
Strings on Orbifold Lines	Type IIB Superstrings, BPS Monopoles, And Three-Dimensional Gauge
Strings on Orbifold Lines	Branes, Orientifolds and the Creation of Elementary Strings
Strings on Orbifold Lines	K-theory and Ramond-Ramond charge
Strings on Orbifold Lines	Tachyon Condensation on the Brane Antibrane System
Strings, Branes and Extra Dimensions	Curvature Singularities: the Good, the Bad, and the Naked
Strings, Branes and Extra Dimensions	Wilson Loops in N=4 Supersymmetric Yang--Mills Theory
Strings, Branes and Extra Dimensions	Brane Worlds, the Cosmological Constant and String Theory
Strings, Branes and Extra Dimensions	Brane solutions in strings with broken supersymmetry and dilaton
Strings, Branes and Extra Dimensions	Type-I strings on magnetised orbifolds and brane transmutation
Strings, Branes and Extra Dimensions	D-Brane Primer
Strings, Branes and Extra Dimensions	Black Hole Entropy, Special Geometry and Strings
Strings, Branes and Extra Dimensions	Supersymmetric Z_N times Z_M Orientifolds in 4D with D-Branes at Angles
Strings, Branes and Extra Dimensions	Type IIB Orientifolds without Untwisted Tadpoles, and non-BPS D-branes
Strings, Branes and Extra Dimensions	Brane World Sum Rules
Strings, Branes and Extra Dimensions	Massive Type IIA Theory on K3
Strings, Branes and Extra Dimensions	Getting just the Standard Model at Intersecting Branes
Strings, Branes and Extra Dimensions	Dynamical Instabilities of Brane World Models
Strings, Branes and Extra Dimensions	Brane worlds
Strings, Branes and Extra Dimensions	Branes on Charged Dilatonic Backgrounds: Self-Tuning, Lorentz Violations
Strings, Branes and Extra Dimensions	Supergravity, Non-Conformal Field Theories and Brane-Worlds
Strings, Branes and Extra Dimensions	Open strings and their symmetry groups
Strings, Branes and Extra Dimensions	Duality Symmetries of 4D Heterotic Strings
Strings, Branes and Extra Dimensions	On Non-Abelian Duality
Strings, Branes and Extra Dimensions	More Results in N=1 Supersymmetric Gauge Theories
Strings, Branes and Extra Dimensions	Nonperturbative Effective Actions of N=2 Supersymmetric Gauge Theories
Strings, Branes and Extra Dimensions	Effective Potentials and Vacuum Structure in N=1 Supersymmetric Gauge
Strings, Branes and Extra Dimensions	D-Strings on D-Manifolds
Strings, Branes and Extra Dimensions	Duality of Type II 7-branes and 8-branes
Strings, Branes and Extra Dimensions	An Orientifold of Type-IIB Theory on K3
Strings, Branes and Extra Dimensions	String Theory and the Path to Unification: A Review of Recent
Strings, Branes and Extra Dimensions	Exact non-abelian duality
Strings, Branes and Extra Dimensions	Black Holes in String Theory
Strings, Branes and Extra Dimensions	Duality in supersymmetric gauge theories
Strings, Branes and Extra Dimensions	TASI Lectures on D-Branes
Strings, Branes and Extra Dimensions	Introduction to Seiberg-Witten Theory and its Stringy Origin
Strings, Branes and Extra Dimensions	Type IIB Superstrings, BPS Monopoles, And Three-Dimensional Gauge
Strings, Branes and Extra Dimensions	Nonabelian gauge field dynamics on matrix D-branes
Strings, Branes and Extra Dimensions	String Theory on Calabi-Yau Manifolds
Strings, Branes and Extra Dimensions	Orientifolds, Branes, and Duality of 4D Gauge Theories
Strings, Branes and Extra Dimensions	Branes, Superpotentials and Superconformal Fixed Points
Strings, Branes and Extra Dimensions	Four-dimensional N=1 Z_N X Z_M Orientifolds
Strings, Branes and Extra Dimensions	D-branes and the Noncommutative Torus
Strings, Branes and Extra Dimensions	The Large N Limit of Superconformal Field Theories and Supergravity
Strings, Branes and Extra Dimensions	Anti De Sitter Space And Holography
Strings, Branes and Extra Dimensions	Wilson-Polyakov Loop at Finite Temperature in Large N Gauge Theory and
Strings, Branes and Extra Dimensions	The Universe as a Domain Wall
Strings, Branes and Extra Dimensions	The mass term in non-Abelian gauge field dynamics on matrix D-branes and
Strings, Branes and Extra Dimensions	Non-perturbative Effects in AdS5 * S5 String Theory and d=4 SUSY
Strings, Branes and Extra Dimensions	A k Gauge Fixed Type IIB Superstring Action on AdS_{5} X S_{5}
Strings, Branes and Extra Dimensions	Black holes and branes in string theory
Strings, Branes and Extra Dimensions	D-branes and Deformation Quantization
Strings, Branes and Extra Dimensions	Born-Infeld action, supersymmetry and string theory
Strings, Branes and Extra Dimensions	Supersymmetric Orientifolds in 6D with D-Branes at Angles
Strings, Branes and Extra Dimensions	Mass scales, supersymmetry breaking and open strings
Strings, Branes and Extra Dimensions	On Open String Sigma-Model and Noncommutative Gauge Fields
Strings, Branes and Extra Dimensions	D branes in string theory, II
Stringy Cosmic Strings and Compactifications of F-theory	D-Strings on D-Manifolds
Stringy Cosmic Strings and Compactifications of F-theory	Non-Perturbative Superpotentials In String Theory
Stringy Cosmic Strings and Compactifications of F-theory	F-theory and Orientifolds
Stringy Cosmic Strings and Compactifications of F-theory	Geometric Singularities and Enhanced Gauge Symmetries
Stringy Cosmic Strings and Compactifications of F-theory	TASI Lectures on D-Branes
Stringy Cosmic Strings and Compactifications of F-theory	N=2 Heterotic Stringy Cosmic Strings
Stringy Cosmic Strings and Compactifications of F-theory	On Four-Dimensional Compactifications of F-Theory
Stringy Cosmic Strings and Compactifications of F-theory	Orientifold Limit of F-theory Vacua
Stringy Instantons	The Marinari-Parisi Model and Collective Field Theory
Stringy Quantum Effects in 2-Dimensional Black-Hole	Quantum Aspects of Black Holes
Strong Coupling Expansion Of Calabi-Yau Compactification	Ten Dimensional Heterotic String as a Soliton
Strong Coupling Expansion Of Calabi-Yau Compactification	An Orientifold of Type-IIB Theory on K3
Strong Coupling Expansion Of Calabi-Yau Compactification	String Theory and the Path to Unification: A Review of Recent
Strong Coupling Expansions of SU(N) Seiberg-Witten Theory	INSTANTON CALCULATIONS VERSUS EXACT RESULTS IN 4 DIMENSIONAL SUSY GAUGE
Strong Coupling Expansions of SU(N) Seiberg-Witten Theory	On the Quantum Moduli Space of Vacua of N=2 Supersymmetric SU(N_c)
Strong Coupling Expansions of SU(N) Seiberg-Witten Theory	The Coulomb Phase of N=2 Supersymmetric QCD
Strong Coupling Expansions of SU(N) Seiberg-Witten Theory	Nonperturbative Effective Actions of N=2 Supersymmetric Gauge Theories
Strong Coupling Expansions of SU(N) Seiberg-Witten Theory	The Vacuum Structure of N=2 SuperQCD with Classical Gauge Groups
Strong Coupling Expansions of SU(N) Seiberg-Witten Theory	The Moduli Space of the N=2 Supersymmetric G_{2} Yang-Mills Theory
Strong Coupling Expansions of SU(N) Seiberg-Witten Theory	Nonperturbative Relations in N=2 SUSY Yang-Mills and WDVV equation
Strong Coupling Expansions of SU(N) Seiberg-Witten Theory	Instanton Calculus and Nonperturbative Relations in N=2 Supersymmetric
Strong Coupling Expansions of SU(N) Seiberg-Witten Theory	Multi-instanton calculus versus exact results in N=2 supersymmetric QCD
Strong Coupling Expansions of SU(N) Seiberg-Witten Theory	The Effective Prepotential of N=2 Supersymmetric SO(N_c) and Sp(N_c)
Strong Coupling Expansions of SU(N) Seiberg-Witten Theory	Nambu-Goto string with the Gauss-Bonnet term and point-like masses at
Strong coupling in brane-induced gravity in five dimensions	Wave function of the radion in a brane world
Strong Coupling Limit of {cal N}=2 SCFT Free Energy and Higher	Entropy and Temperature of Black 3-Branes
Strong Coupling Limit of {cal N}=2 SCFT Free Energy and Higher	F-theory and Orientifolds
Strong Coupling Limit of {cal N}=2 SCFT Free Energy and Higher	Anti De Sitter Space And Holography
Strong Coupling Limit of {cal N}=2 SCFT Free Energy and Higher	Wilson-Polyakov Loop at Finite Temperature in Large N Gauge Theory and
Strong Coupling Limit of {cal N}=2 SCFT Free Energy and Higher	Nut Charge, Anti-de Sitter Space and Entropy
Strong Coupling Limit of {cal N}=2 SCFT Free Energy and Higher	Microcanonical Phases of String Theory on AdS_m x S^n
Strong Coupling Limit of {cal N}=2 SCFT Free Energy and Higher	On the Thermodynamics of a Gas of AdS Black Holes and the Quark-Hadron
Strong Coupling Limit of {cal N}=2 SCFT Free Energy and Higher	Phases of R-charged Black Holes, Spinning Branes and Strongly Coupled
Strong Coupling Limit of {cal N}=2 SCFT Free Energy and Higher	Super Weyl Anomalies in the AdS/CFT Correspondence
Strong Coupling Limit of {cal N}=2 SCFT Free Energy and Higher	Probing the Strong Coupling Limit of Large N SYM on Curved Backgrounds
Strong Coupling Limit of Bethe Ansatz Solutions in Massive Thirring	A new interpretation of Bethe ansatz solutions for massive Thirring
Strong Phase Correlations of Solitons of Nonlinear Schr"odinger	On Automorphisms and Universal R-Matrices at Roots of Unity
Strong/Weak Coupling Duality from the Dual String	Putting String/Fivebrane Duality to the Test
Strong/Weak Coupling Duality from the Dual String	Duality Symmetries of 4D Heterotic Strings
Strong/Weak Coupling Duality from the Dual String	Five-Brane Effective Field Theory on Calabi-Yau Threefolds
Strong/Weak Coupling Duality from the Dual String	New Black Hole, String and Membrane Solutions of the Four-Dimensional
Strong/Weak Coupling Duality from the Dual String	Massive String States as Extreme Black Holes
Strong/Weak Coupling Duality from the Dual String	Extremal black holes as exact string solutions
Strong/Weak Coupling Duality from the Dual String	Classical/Quantum Duality
Strong/Weak Coupling Duality Relations for Non-Supersymmetric String	Open strings and their symmetry groups
Strong/Weak Coupling Duality Relations for Non-Supersymmetric String	A WAY TO BREAK SUPERSYMMETRY
Strong/Weak Coupling Duality Relations for Non-Supersymmetric String	String Theory, Misaligned Supersymmetry, and the Supertrace Constraints
Strong/Weak Coupling Duality Relations for Non-Supersymmetric String	Ten Dimensional Heterotic String as a Soliton
Strong/Weak Coupling Duality Relations for Non-Supersymmetric String	Some Properties of Open - String Theories
Strong/Weak Coupling Duality Relations for Non-Supersymmetric String	String Theory and the Path to Unification: A Review of Recent
Strong/Weak Coupling Duality Relations for Non-Supersymmetric String	Duality and Orbifolds
Strong/Weak Coupling Duality Relations for Non-Supersymmetric String	Generalized string compactifications with spontaneously broken
Strongly Coupled Gravity and Duality	BPS Quantization of the Five-Brane
Strongly Coupled Gravity and Duality	Gravitational Anomaly Cancellation for M-Theory Fivebranes
Strongly Topological Interactions of Tensionless Strings	Space-Time Symmetries of Quantized Tensionless Strings
Structural aspects of the fermion-boson mapping in two-dimensional gauge	Hilbert Space of Isomorphic Representations of Bosonized Chiral QCD_2
Structure Constants in the N=1 Super-Liouville Field Theory	NULL
Structure of Spinning Particle Suggested by Gravity, Supergravity and	The Large N Limit of Superconformal Field Theories and Supergravity
Structure of Spinning Particle Suggested by Gravity, Supergravity and	Anti De Sitter Space And Holography
Structure of Spinning Particle Suggested by Gravity, Supergravity and	On running couplings in gauge theories from type-IIB supergravity
Structure of supergravity theories	Strongly Coupled Gravity and Duality
Structure of supergravity theories	Supersymmetry of Massive D=9 Supergravity
Structure of supergravity theories	Superconformal N=2, D=5 matter with and without actions
Structure of supergravity theories	(Non-)Abelian Gauged Supergravities in Nine Dimensions
Structure of supergravity theories	Supergravity
Structure of supergravity theories	Tools for supersymmetry
Structure of Topological Lattice Field Theories in Three Dimensions	Topological Lattice Models in Four Dimensions
Structures in Feynman Graphs -Hopf Algebras and Symmetries	Convergence Theorem for Non-commutative Feynman Graphs and
SU(2) Gauge Theory in Covariant (Maximal) Abelian Gauges	NULL
SU(2) Poisson-Lie T duality	Poisson-Lie T-duality
SU(2) Poisson-Lie T duality	Poisson-Lie T-duality and Loop Groups of Drinfeld Doubles
SU(2)_0 and OSp(2|2)_{-2} WZNW models : Two current algebras, one	Solutions of the Knizhnik - Zamolodchikov Equation with Rational
SU(2)_0 and OSp(2|2)_{-2} WZNW models : Two current algebras, one	Logarithmic Operators in Conformal Field Theory
SU(2)_0 and OSp(2|2)_{-2} WZNW models : Two current algebras, one	Free field realization of SL(2) correlators for admissible
SU(2)_0 and OSp(2|2)_{-2} WZNW models : Two current algebras, one	World-Sheet Logarithmic Operators and Target Space Symmetries in String
SU(2)_0 and OSp(2|2)_{-2} WZNW models : Two current algebras, one	A Rational Logarithmic Conformal Field Theory
SU(2)_0 and OSp(2|2)_{-2} WZNW models : Two current algebras, one	2-Dimensional Turbulence: yet another Conformal Field Theory Solution
SU(2)_0 and OSp(2|2)_{-2} WZNW models : Two current algebras, one	On Reducible but Indecomposable Representations of the Virasoro Algebra
SU(2)_0 and OSp(2|2)_{-2} WZNW models : Two current algebras, one	Origin of Logarithmic Operators in Conformal Field Theories
SU(2)_0 and OSp(2|2)_{-2} WZNW models : Two current algebras, one	Singular Vectors in Logarithmic Conformal Field Theories
SU(2)_0 and OSp(2|2)_{-2} WZNW models : Two current algebras, one	The Large N Limit of Superconformal Field Theories and Supergravity
SU(2)_0 and OSp(2|2)_{-2} WZNW models : Two current algebras, one	Anti De Sitter Space And Holography
SU(2)_k Logarithmic Conformal Field Theories	Logarithmic Conformal Field Theory Through Nilpotent Conformal
SU(2)_k Logarithmic Conformal Field Theories	Scaling fields in the two-dimensional abelian sandpile model
SU(2)_k Logarithmic Conformal Field Theories	SU(2)_0 and OSp(2|2)_{-2} WZNW models : Two current algebras, one
SU(2)_k Logarithmic Conformal Field Theories	An algebraic approach to logarithmic conformal field theory
SU(2)_k Logarithmic Conformal Field Theories	A c=-2 boundary changing operator for the Abelian sandpile
SU(2)_k Logarithmic Conformal Field Theories	Extended multiplet structure in Logarithmic Conformal Field Theories
SU(2)_k Logarithmic Conformal Field Theories	Solutions of the Knizhnik - Zamolodchikov Equation with Rational
SU(2)_k Logarithmic Conformal Field Theories	Logarithmic Operators in Conformal Field Theory
SU(2)_k Logarithmic Conformal Field Theories	Turbulent Two Dimensional Magnetohydrodynamics and Conformal Field
SU(2)_k Logarithmic Conformal Field Theories	Free field realization of SL(2) correlators for admissible
SU(2)_k Logarithmic Conformal Field Theories	World-Sheet Logarithmic Operators and Target Space Symmetries in String
SU(2)_k Logarithmic Conformal Field Theories	A Rational Logarithmic Conformal Field Theory
SU(2)_k Logarithmic Conformal Field Theories	2-Dimensional Turbulence: yet another Conformal Field Theory Solution
SU(2)_k Logarithmic Conformal Field Theories	On Reducible but Indecomposable Representations of the Virasoro Algebra
SU(2)_k Logarithmic Conformal Field Theories	Origin of Logarithmic Operators in Conformal Field Theories
SU(2)_k Logarithmic Conformal Field Theories	Singular Vectors in Logarithmic Conformal Field Theories
SU(2)_k Logarithmic Conformal Field Theories	Ghost Systems: A Vertex Algebra Point of View
SU(N) confining strings	Hagedorn transition, vortices and D0 branes: Lessons from 2+1 confining
SU(N) Matrix Difference Equations and a Nested Bethe Ansatz	NULL
Subfactors and coset models	NULL
Summary of Results in N=1 Supersymmetric SU(2) Gauge Theories	Phases of N=1 supersymmetric gauge theories in four dimensions
Summary of Results in N=1 Supersymmetric SU(2) Gauge Theories	More Results in N=1 Supersymmetric Gauge Theories
Summary of Results in N=1 Supersymmetric SU(2) Gauge Theories	Effective Potentials and Vacuum Structure in N=1 Supersymmetric Gauge
Super D-Helix	Invasion of the Giant Gravitons from Anti-de Sitter Space
Super D-Helix	How Bob Laughlin Tamed the Giant Graviton from Taub-NUT space
Super D-Helix	Supertubes
Super D-Helix	D(NA)-Branes
Super Elliptic Curves	NULL
Super M-brane actions in adS_4 x S^7 and adS_7 x S^4	The Large N Limit of Superconformal Field Theories and Supergravity
Super M-brane actions in adS_4 x S^7 and adS_7 x S^4	Anti De Sitter Space And Holography
Super M-brane actions in adS_4 x S^7 and adS_7 x S^4	Supersymmetric D3 brane action in AdS_5 x S^5
Super M-brane actions in adS_4 x S^7 and adS_7 x S^4	The Osp(8|4) singleton action from the supermembrane
Super M-brane actions in adS_4 x S^7 and adS_7 x S^4	A k Gauge Fixed Type IIB Superstring Action on AdS_{5} X S_{5}
Super p-Brane Theories and New Spacetime Superalgebras	NULL
Super Self-Duality as Analyticity in Harmonic Superspace	NULL
Super W-Symmetries, Covariantly Constant Forms And Duality	NULL
Super Weyl Anomalies in the AdS/CFT Correspondence	The Large N Limit of Superconformal Field Theories and Supergravity
Super Weyl Anomalies in the AdS/CFT Correspondence	Anti De Sitter Space And Holography
Super Weyl Anomalies in the AdS/CFT Correspondence	AdS3 Black Holes and a Stringy Exclusion Principle
Super Yang-Mills With Flavors From Large N_f Matrix Models	Matrix Models, Topological Strings, and Supersymmetric Gauge Theories
Super Yang-Mills With Flavors From Large N_f Matrix Models	Matrix models vs. Seiberg-Witten/Whitham theories
Super Yang-Mills With Flavors From Large N_f Matrix Models	On exact superpotentials in confining vacua
Super Yang-Mills With Flavors From Large N_f Matrix Models	Exact superpotentials in N=1 theories with flavor and their matrix model
Super Yang-Mills With Flavors From Large N_f Matrix Models	{cal N}=1 Theories and a Geometric Master Field
Super Yang-Mills With Flavors From Large N_f Matrix Models	Chiral Rings and Anomalies in Supersymmetric Gauge Theory
Super Yang-Mills With Flavors From Large N_f Matrix Models	The Dijkgraaf-Vafa prepotential in the context of general Seiberg-Witten
Super Yang-Mills With Flavors From Large N_f Matrix Models	Geometric Dual and Matrix Theory for SO/Sp Gauge Theories
Super Yang-Mills With Flavors From Large N_f Matrix Models	Exact Mesonic Vacua From Matrix Models
Super Yang-Mills With Flavors From Large N_f Matrix Models	New Results from Glueball Superpotentials and Matrix Models: the
Super--Toda Models Associated to Any (super--)Lie Algebras	N=1,2 Super-NLS Hierarchies as Super-KP Coset Reductions
Super-Poincare Covariant Quantization of the Superstring	Superstring Theory on AdS_2 x S^2 as a Coset Supermanifold
Super-Poincare Covariant Quantization of the Superstring	Vertex Operators for AdS3 Background With Ramond Ramond Flux
Super-Poincare Invariant Koba-Nielsen Formulas for the Superstring	On the Uniqueness of String Theory
Super-Poincare Invariant Koba-Nielsen Formulas for the Superstring	Point-Like States for Type 2b Superstrings
Super-Poincare Invariant Koba-Nielsen Formulas for the Superstring	N=4 Topological Strings
Superalgebra cohomology, the geometry of extended superspaces and	Super p-Brane Theories and New Spacetime Superalgebras
Superalgebra cohomology, the geometry of extended superspaces and	Gauge-Invariant and Gauge-Fixed D-Brane Actions
Superanalogs of symplectic and contact geometry and their applications	Semiclassical approximation in Batalin-Vilkovisky formalism
Superbranes and Super Born-Infeld Theories as Nonlinear Realizations	Geometrical aspects of superbrane dynamics
Superbranes and Super Born-Infeld Theories as Nonlinear Realizations	Towards the complete N=2 superfield Born-Infeld action with partially
Superbranes and Super Born-Infeld Theories as Nonlinear Realizations	Gauge-Invariant and Gauge-Fixed D-Brane Actions
Superbranes and Super Born-Infeld Theories as Nonlinear Realizations	Partial breaking N=4 to N=2: hypermultiplet as a Goldstone superfield
Superbranes and Super Born-Infeld Theories as Nonlinear Realizations	Born-Infeld action, supersymmetry and string theory
